appId,title,clusterLabel,clusterWeight,facebook_bart-large-mnli,roberta-large-mnli,valhalla_distilbart-mnli-12-9,cannabis,marijuana,hemp,weed,dispensary,cannabis_related
com.Deox.MatchThree,"Puzzle Weed Story: ""Wake&Bake""",6,0.013523132,0.987138987,0.843855143,0.987031639,3,0,0,6,0,1
com.weedmaps.app.android,Weedmaps: Buy Local Weed,6,0.013523132,0.984514117,0.901242316,0.944824159,13,2,1,4,2,1
io.portal420.app,420Portal: Weed & Dispensaries,6,0.013523132,0.997328877,0.99701113,0.995779932,4,3,0,1,0,1
com.weedtv,Weed TV: Good Vibes,6,0.013523132,0.95624948,0.826364458,0.944820404,6,0,0,3,0,1
com.triactivemedia.weedworld,Weed World Magazine,6,0.013523132,0.96018809,0.778185189,0.981923819,1,3,0,5,0,1
com.LDRLY.budmatch,Bud Farm: Munchie Match,6,0.013523132,0.979433715,0.686914146,0.994966626,2,1,0,9,0,1
com.ifeanyi.grounded,Grounded - Quit Weed Tracker,6,0.013523132,0.991166771,0.73367018,0.983191669,9,3,1,19,0,1
de.weed.app,"Weed.de: Cannabis Medizin, CBD",6,0.013523132,0.987923324,0.887217939,0.97550207,16,0,0,7,0,1
com.microsoft.office.word,Microsoft Word: Edit Documents,7,0.366903915,0.63149679,0.534729064,0.604895592,0,0,0,0,0,0
com.amazon.kindle,Amazon Kindle,7,0.366903915,0.554081202,0.592927814,0.705064654,0,0,0,0,0,0
com.tandd.android.thermoweb,T&D Thermo,7,0.366903915,0.558743119,0.530733705,0.561257303,0,0,0,0,0,1
com.vng.farm.skygarden,Farming Paradise - Sky Garden,7,0.366903915,0.598355174,0.571851611,0.60588431,0,0,0,0,0,0
com.gameisart.witchspotionshop,Witch's Potion Shop,7,0.366903915,0.511395395,0.861303151,0.54181916,0,0,0,0,0,0
com.ubisoft.dragonfire,South Park: Phone Destroyer™,7,0.366903915,0.603393734,0.522459924,0.600273728,0,0,0,0,0,0
com.waze,Waze Navigation & Live Traffic,7,0.366903915,0.368197084,0.43454814,0.587492645,0,0,0,0,0,0
com.cookapps.taileddemonslayer,TailedDemonSlayer - Idle RPG,7,0.366903915,0.588991463,0.5934605,0.447517932,0,0,0,0,0,0
