appId,title,clusterLabel,clusterWeight,facebook_bart-large-mnli,roberta-large-mnli,valhalla_distilbart-mnli-12-9,cannabis,marijuana,hemp,weed,dispensary
com.livcannabislivcannaco.wallet,Highly Loyal Club,1,0.05534531693472091,0.9895185232162476,0.846683919429779,0.9840865731239319,6,0,0,0,2
com.cureoahu.wallet,Cure Oahu,1,0.05534531693472091,0.9834374785423279,0.9973244071006775,0.988394021987915,2,1,0,0,1
com.wallflower-house.wallflowerstore,Wallflower Cannabis Dispensary,1,0.05534531693472091,0.9967017769813538,0.99235999584198,0.9959501624107361,1,0,0,0,2
com.navis.reefermonitor,Reefer Monitor,2,0.0912961210974456,0.9628801941871643,0.9941176772117615,0.9825842976570129,0,0,0,0,0
com.awise.reefcon,Reef Delight Nicobar,2,0.0912961210974456,0.8809019327163696,0.9839475154876709,0.9024671912193298,0,0,0,0,0
moshtare-ruruherbs,Ruru Herbs,2,0.0912961210974456,0.8310288786888123,0.9865275025367737,0.8217595815658569,0,0,0,0,0
com.subsplashconsulting.KFJDJ8,The Home Church Rowland,2,0.0912961210974456,0.8692837953567505,0.9842743873596191,0.8466819524765015,0,0,0,0,0
com.matjrah.saudiherb,سعودي هيرب | Saudi herb,2,0.0912961210974456,0.957517147064209,0.7882856726646423,0.98099285364151,0,0,0,0,0
com.paytronix.taste,TASTEBud Rewards,2,0.0912961210974456,0.9286358952522278,0.8920580148696899,0.9417256116867065,0,0,0,0,0
com.foodganj.delivery,FoodGanj Driver,2,0.0912961210974456,0.9508401155471802,0.9792545437812805,0.9238998293876648,0,0,0,0,0
com.aromaticinfusions,Aromatic Infusions,2,0.0912961210974456,0.9536759257316589,0.6153324246406555,0.8951852917671204,0,0,0,0,0
com.aws.weatherbug.elite,WeatherBug Elite,3,0.24408703878902555,0.4161856174468994,0.5193966031074524,0.8559785485267639,0,0,0,0,0
com.lawnstarter.lawnstarter,LawnStarter,3,0.24408703878902555,0.7608833909034729,0.6376861929893494,0.5052658319473267,0,0,0,0,0
com.kj2147766703.app,LearningHerbs,3,0.24408703878902555,0.5506134629249573,0.9224236607551575,0.598783016204834,0,0,0,0,0
com.pdjapps.Trippin,Trippin,3,0.24408703878902555,0.7366662621498108,0.8494584560394287,0.6627156138420105,0,0,0,0,0
com.grass.camping,GRASS - Outdoor Dating App,3,0.24408703878902555,0.6683669686317444,0.5207745432853699,0.810111403465271,0,0,0,0,0
com.thehealingcenter,The Healing Center (THC),3,0.24408703878902555,0.6675416231155396,0.6098486185073853,0.687125027179718,0,0,0,0,0
berton.united.Aimora,Aimora AI Girlfriend Simulator,3,0.24408703878902555,0.5991266965866089,0.4745294749736786,0.5492901802062988,0,0,0,0,0
com.studiorouleau.bakingtime,Baking Time!,3,0.24408703878902555,0.574539840221405,0.5675999522209167,0.7398437261581421,0,0,0,0,0
com.420mateapp,Blazr - 420 Dating & Chat,4,0.026490066225165563,0.9903197884559631,0.9400601387023926,0.9812512397766113,5,1,0,0,0
com.Foxnomad.GrassFoxapp,GrassFox,4,0.026490066225165563,0.9949856400489807,0.8854863047599792,0.9843100905418396,5,1,0,0,0
com.budalchemist.app,BudAlchemist: Weed Strain Quiz,4,0.026490066225165563,0.9920555353164673,0.873011589050293,0.9903892874717712,8,2,0,3,0
com.kushkabana.kushkabana,Kush Kabana,4,0.026490066225165563,0.9922301173210144,0.8863733410835266,0.9918214678764343,2,1,0,0,0
com.pelicandelivers.iosuserprod,Pelican Delivers Marketplace,4,0.026490066225165563,0.9973723888397217,0.9423807263374329,0.9820218086242676,3,1,0,3,0
com.dispensary.medicine.woman,Medicine Woman,4,0.026490066225165563,0.9948359727859497,0.9822399020195007,0.9959704279899597,8,1,0,2,4
com.arcasolutions.builder2070484418,HERBAGE MAGAZINE,4,0.026490066225165563,0.9886417984962463,0.9468726515769958,0.9859427809715271,12,1,0,0,0
com.magazinecloner.weedworld3,Weed World Magazine,4,0.026490066225165563,0.9498562216758728,0.8196054100990295,0.9865565299987793,6,3,0,4,0
com.cultivatedispensarylasvegas.wallet,Cultivate Dispensary Las Vegas,5,0.030274361400189215,0.950714111328125,0.9367992281913757,0.966597855091095,0,0,0,0,1
com.havendispensaries.wallet,Haven Dispensaries,5,0.030274361400189215,0.9718108773231506,0.9957757592201233,0.9846737384796143,0,0,0,0,1
ca.lbcstudios.tastybuds,Tasty Buds - Match 3 Idle,5,0.030274361400189215,0.9377066493034363,0.6946761012077332,0.9457007050514221,0,0,0,0,2
com.enlightened.ecom,Revolution Dispensary,5,0.030274361400189215,0.9699326157569885,0.961190938949585,0.9874381422996521,0,0,0,0,4
com.uforianm.store,UFORIA,5,0.030274361400189215,0.9814046025276184,0.9896971583366394,0.9936931729316711,0,0,0,0,1
com.bestdispensary.app,Best Dispensary,5,0.030274361400189215,0.9198648929595947,0.9952578544616699,0.948485255241394,0,0,0,0,2
com.420connect.Dispensary,BLAZE Retail | Point of Sale,5,0.030274361400189215,0.9328304529190063,0.8513538837432861,0.89715975522995,0,0,0,0,1
com.riptdispensary.wallet,RIPT Dispensary,5,0.030274361400189215,0.9107903242111206,0.9869553446769714,0.9308083057403564,0,0,0,0,2
com.okieweedfinder,OkieWeedFinder,6,0.08514664143803216,0.9953677654266357,0.998041033744812,0.9971632957458496,2,0,0,0,0
com.socialcannabis.wallet,Social Cannabis,6,0.08514664143803216,0.9903736710548401,0.9948294758796692,0.9870597124099731,3,0,0,0,0
com.ganjatrack.app,GanjaTrack,6,0.08514664143803216,0.9939794540405273,0.9274945855140686,0.9565147757530212,9,0,0,0,0
com.theplug.customer,The Plug Delivery,6,0.08514664143803216,0.977220356464386,0.99029940366745,0.986975908279419,1,0,0,0,0
com.frassbox.wallet,Frass Box,6,0.08514664143803216,0.9686424732208252,0.8755260109901428,0.9609671235084534,3,0,0,0,0
com.buzzcannabis.wallet,Buzz Cannabis,6,0.08514664143803216,0.9941158890724182,0.9986328482627869,0.9964216947555542,2,0,0,0,0
com.brettsterwarellc.WeedStor,WeedStōr,6,0.08514664143803216,0.9976856112480164,0.9984558820724487,0.9975153803825378,1,0,0,0,0
com.theflowery.wallet,The Flowery,6,0.08514664143803216,0.9941823482513428,0.9984642267227173,0.996934711933136,2,0,0,0,0
com.gk.mowing,Mowing Master,7,0.03453169347209082,0.7449012994766235,0.6254208087921143,0.853046178817749,0,0,0,1,0
com.iapp.vibin,Vibin Weed Emoji Keyboard,7,0.03453169347209082,0.9921643137931824,0.9922204613685608,0.991766631603241,1,0,0,2,0
com.emojiworld.imessage.Weed-New,Weed Emoji New,7,0.03453169347209082,0.9986489415168762,0.9985096454620361,0.9988475441932678,1,0,0,2,0
com.scaleup.plantid,Plant App: Plant Identifier,7,0.03453169347209082,0.5974242687225342,0.5115824341773987,0.5656325817108154,0,0,0,3,0
com.invogue.drugdealer,Drug Mafia - Grand Weed Gang,7,0.03453169347209082,0.9837868809700012,0.9956423044204712,0.9840794801712036,0,0,0,1,0
com.connects.weedspot,The Weed Spot,7,0.03453169347209082,0.9451407790184021,0.8699893355369568,0.9824414849281311,0,0,7,7,0
com.adhdstudios.weedbakery,Weed Bakery,7,0.03453169347209082,0.9941421151161194,0.9956232905387878,0.9937540888786316,0,2,0,4,0
com.LavaProject.harvesteridle,Harvester idle : cut the weed,7,0.03453169347209082,0.9737027287483215,0.9927411079406738,0.9665114879608154,0,0,0,1,0
